#{"t_start": 1631299768.8960145, "env_id": null}
r,l,t
-0.7473497,304,1.984861
-0.6846225,291,3.879774
-0.78513867,315,5.854642
-0.5637368,320,7.897471
-0.54422194,346,10.075222
-0.72991943,305,11.996122
-0.92834795,353,14.22784
-0.35053116,333,16.312644
0.04144433,348,18.543365
0.96892256,289,20.435282
-0.05229069,286,22.358177
0.37325084,319,24.408002
-0.5907878,367,26.720674
0.27550897,343,28.844457
-0.32233962,367,31.103162
-0.11089732,324,33.174975
-0.50960785,374,35.575597
1.4730362,338,37.708375
-0.116965,332,39.747203
-1.0720984,332,41.902967
-0.77621865,326,44.017757
-0.2929178,298,45.941652
-0.73303884,301,47.868547
-0.35398495,327,50.441071
-0.036725007,353,53.186497
-1.0478472,337,55.886948
-0.4640237,350,58.021723
-0.9350232,302,60.009583
0.7114429,327,62.067405
0.016387409,329,64.243155
-0.4057295,335,66.427902
-0.8387547,361,68.674615
1.579962,341,70.868373
-0.6642101,319,72.969153
-1.0832489,323,75.040964
-0.7473372,317,77.12077
-1.0385337,354,79.387471
0.24163815,311,81.419304
1.5990466,342,83.789945
-0.0558921,328,85.930717
-0.8906141,346,88.138458
-0.7513565,298,90.029367
-1.0579433,307,92.015228
-0.18121076,350,94.118024
-0.7614389,394,96.470674
-0.67833287,329,98.582462
-0.44261786,322,100.571321
-0.7444243,330,102.750072
0.66775507,340,104.863859
-0.47551438,374,107.20052
0.028239887,352,109.463223
-0.73843724,378,111.7699
-0.49413595,374,114.056588
-0.1836491,399,116.607125
-0.27472296,327,118.607978
-0.06620819,355,120.684787
0.038461093,390,122.995461
-0.8548077,409,125.409079
-0.44893634,429,127.855675
-0.50606066,370,130.556128
-0.30185583,432,133.789272
-0.38367844,387,136.506715
-0.2549962,408,138.939317
-0.3273944,378,141.198022
-0.49740237,446,143.816521
-0.7998121,414,146.161176
0.26261327,346,148.290955
-0.19126791,338,150.504685
-0.46478403,355,153.162161
-0.16916311,374,155.883602
-0.6904902,378,158.569061
-0.55937046,415,161.00966
-0.067014776,393,163.473249
-0.27387753,389,165.799921
0.15168504,412,168.198538
-0.28958946,329,170.309328
-0.86963063,360,172.493075
-0.06293517,395,174.792759
-0.24830447,383,177.100432
0.10054928,348,179.296172
0.686381,378,181.570869
-0.49637434,337,183.707645
-0.3123729,381,186.151241
0.061154753,360,188.411946
-0.5790677,337,190.629673
0.0078006196,394,192.907367
-0.7803357,408,195.367957
0.92674786,312,197.407787
-0.45819682,336,199.52757
-0.9321091,397,201.86623
1.0553297,347,204.135928
-0.92995036,336,206.200743
1.8355262,342,208.389492
-0.28944397,349,210.499277
-0.40052068,317,212.536111
-0.911235,335,214.674883
1.428642,310,216.628763
-0.6301156,300,218.524677
-0.57787263,300,220.479564
0.013062404,318,222.681293
