#{"t_start": 1631354988.8714797, "env_id": null}
r,l,t
-0.7845754,67,2395.001142
-0.88264513,66,2398.238549
-0.9067473,64,2401.265621
-0.77200776,67,2404.491555
-0.78855485,66,2407.868891
-0.8215736,66,2411.314837
-0.99773246,65,2414.618821
-0.8997983,66,2417.801054
-0.80182153,66,2420.860261
-0.8531838,66,2423.976999
-0.84016156,67,2427.449876
-0.86479354,67,2430.981297
-0.83223486,66,2434.487117
-0.8479988,66,2437.924537
-0.86309004,67,2441.210001
-0.84251523,68,2444.475906
-0.8451898,65,2447.471361
-0.8286798,66,2450.553624
-0.84843963,66,2453.661242
-0.7961733,67,2456.807454
-0.910475,65,2459.912333
-0.8851577,66,2463.181198
-0.8209249,67,2466.776673
-0.8001195,68,2470.333662
-0.7703244,66,2473.568594
-0.9346989,66,2476.933856
-0.80191636,69,2480.230772
-0.74958783,68,2483.517919
-0.6925097,68,2487.151192
-0.76638675,67,2490.542697
-0.8295068,66,2493.810176
-0.84056646,68,2497.045016
-0.8607081,69,2500.284252
-0.83494186,69,2503.549569
-0.84485257,67,2507.076542
-0.7788629,67,2510.286542
-0.826055,67,2513.479615
-0.7296427,68,2516.971043
-0.7470717,67,2520.12813
-0.87947035,68,2523.44236
-0.84202266,67,2527.012432
-0.8626005,65,2530.256711
-0.818206,70,2534.460051
-1.0373163,63,2538.185913
-0.7746369,66,2541.793358
-0.8030101,67,2545.462958
-0.7917748,67,2549.151461
-0.76585835,66,2552.65094
-0.77227354,68,2556.101634
-0.8286166,66,2559.290046
-0.7694543,66,2562.545802
-0.812424,67,2566.115113
-0.8345466,67,2569.800216
-0.8247048,67,2573.306552
-0.8419593,67,2576.699996
-0.7726332,67,2579.916025
-0.77184665,66,2583.066551
-0.75844,66,2586.771532
-0.80463445,67,2590.057288
-0.8334911,67,2593.339914
-0.816665,66,2596.601764
-0.8177108,67,2599.824031
-0.7773135,69,2603.171882
-0.84077704,67,2606.895222
-0.77894396,67,2610.293278
-0.8727204,65,2613.429045
-0.8430106,67,2616.874688
-0.81401896,67,2620.159062
-0.8415994,66,2623.368895
-0.84960645,66,2626.923888
-0.87097704,67,2630.349909
-0.87622875,68,2633.670209
-0.8819032,66,2636.944222
-0.81427574,68,2640.366216
-0.8283681,69,2643.861202
-0.9298494,71,2647.599102
-0.761294,67,2651.018745
-0.8596551,66,2654.521584
-0.7946785,66,2657.776105
-0.8468913,67,2661.080509
-0.8548178,66,2664.277055
-0.7893132,67,2667.59424
-0.80213046,67,2670.890249
-0.7674267,66,2674.188986
-0.81766057,67,2677.410948
-0.792354,66,2680.583687
-0.8624322,66,2683.76823
-0.839933,66,2687.707228
-0.79031706,67,2691.314471
-0.86041963,68,2694.664945
-0.81239825,68,2697.934167
-0.8340911,68,2701.18658
-0.91039413,67,2704.451228
-0.8509767,66,2707.609954
-0.8830796,68,2710.892225
-0.84225684,67,2714.139864
-0.8443266,67,2717.386296
-0.78622967,66,2720.542238
-0.7744767,68,2723.919823
-0.809225,67,2727.306938
-0.8708039,66,2730.649838
-0.80714244,66,2733.798304
-0.8372046,69,2737.104994
-0.79530454,67,2740.007131
-0.84709173,68,2742.929455
-0.8098202,68,2745.741842
-0.8069911,67,2748.650174
-0.7802098,65,2751.337633
-0.83252406,67,2754.165035
-0.88904065,65,2756.738535
-0.822722,66,2759.48796
-1.0083443,66,2762.275361
-0.7551138,67,2765.460533
-0.7767899,67,2768.46481
-0.8165041,66,2772.010144
-0.75823593,67,2775.333825
-0.8497339,70,2778.860949
-0.76207036,67,2782.014645
-0.8371607,66,2785.133977
-0.8243362,66,2788.240972
-0.7750282,69,2791.462063
-0.8536335,66,2794.740926
-0.8524853,67,2798.087005
-0.82408863,67,2801.449909
-0.82483476,67,2804.57153
-0.8905866,65,2807.636413
-0.82203764,67,2810.897141
-0.844519,66,2813.996823
-0.83274066,70,2817.45718
-0.79336524,70,2820.989124
-0.6976541,68,2824.439398
-0.80210775,67,2827.896209
-0.8524475,65,2831.112304
-0.7994337,67,2834.237251
-0.82283646,68,2837.538005
-0.83533955,67,2840.790716
-0.8465367,67,2844.147217
-0.78485626,67,2847.566308
-0.88555217,66,2850.89345
-0.82323223,69,2854.323433
-0.84661794,66,2857.68975
-0.7510356,67,2860.962526
-0.7330773,67,2864.263167
-0.77572685,66,2867.474796
-0.83311087,66,2870.586208
-0.77691704,67,2873.959837
