#{"t_start": 1631631256.9860098, "env_id": null}
r,l,t
-1.2243443,41751,2757.980805
-1.7636263,41003,4872.851147
-2.1443381,41327,6941.008089
-1.9564918,34574,8640.797298
-1.9161599,37517,10520.014572
-1.9543777,40212,12538.178585
-1.8984305,44470,14756.401442
-2.4017205,40634,16762.173138
-1.3322634,75509,20807.612475
-0.9201068,73727,24759.814934
