#{"t_start": 1631542868.9600894, "env_id": null}
r,l,t
-1.0295022,82467,5217.258824
0.5687297,84637,9337.166824
0.47129616,80462,13138.688739
-3.0000298,44642,15063.061116
-2.1827414,84369,19221.541771
-2.4636288,81653,23209.260853
1.5225141,85921,27441.318783
0.0,85996,31107.343329
0.8150784,84800,35379.993976
-3.0001664,2203,35468.383285
