#{"t_start": 1631690826.5869942, "env_id": null}
r,l,t
-3.0009243,712,27.117049
0.53026116,85957,4794.375606
-1.3709731,78553,9165.022054
-1.9331541,85986,14234.372557
-2.3887322,74478,18441.648696
-3.0000181,61155,21748.75808
-1.2874322,85747,26699.604059
-2.1788716,85911,31610.961445
-2.1467922,81811,36263.048301
0.5011488,85865,41823.295369
