#{"t_start": 1631330526.5203578, "env_id": null}
r,l,t
-0.5251858,14,0.082936
0.81198,12,0.137901
0.0,10,0.181877
0.28849277,12,0.24684
0.50590485,15,0.294813
0.44079736,14,0.347781
0.24639183,11,0.395756
-0.71479315,12,0.442728
1.9549474,12,0.502712
0.2581989,16,0.572673
